f1,f2,f3,f4,f5,f6
66171.0161,32.731162,311526.573,7797940.88,293555.173,68356.9522
66603.8132,63.6941784,427182.017,6637576.45,111146.664,3.44586657
67507.4394,38.1184648,447018.939,6972748.06,177353.986,18381.1861
65655.8668,30.8827488,598304.371,4513661.03,160974.893,12032.0599
65150.8232,59.8142631,494229.878,5162249.52,100473.909,3.01895635
67162.5117,50.9429226,402697.534,7294703.83,147575.667,7342.59854
64243.4526,64.5222582,389788.513,5691497.74,117529.085,3.70116341
68019.8662,30.4085398,353252.977,8607810.41,280703.732,62282.1636
67488.8277,86.3966378,442045.377,7021225.63,80667.3225,2.2266929
63840.4048,1159.29701,285380.951,6574991.2,8226.44558,0.0
73446.8028,30.0050325,2852477.86,184003.853,33991.2447,0.35964979
73450.5107,101.978746,2853468.96,183749.967,9457.71835,0.0
69632.3281,30.0011455,1833144.21,761226.118,53324.722,1.13298888
63840.6591,1262.97115,285448.897,6574368.9,7486.39573,0.0
66822.1708,172.937566,1082191.87,2166867.87,15129.8197,0.0
63840.5781,1300.50164,285427.246,6574567.19,7248.88092,0.0
63840.47,1346.10506,285398.363,6574831.73,6978.16979,0.0
63972.904,68.3029661,320788.427,6258553.99,135000.981,2674.82419
63840.3699,33.0420758,285371.603,6575076.83,314714.497,78393.0389
69705.4083,72.5652648,1852673.27,740796.27,21361.9521,0.0
67538.9658,43.8221658,1273739.48,1659388.27,52528.5644,1.10114257
67540.0665,74.4945978,1274033.62,1658708.49,30578.2155,0.22312862
65514.9778,85.1798682,732873.486,3525060.77,46887.2316,0.875489262
69704.9374,155.307745,1852547.43,740926.143,9574.19596,0.0
73449.2734,205.366437,2853138.33,183834.62,4311.88026,0.0
63840.3728,61.3888364,285372.397,6575069.55,169038.975,14891.9623
67805.9663,154.620062,1345089.46,1502387.59,13538.1669,0.0
69194.6199,207.106127,1716176.39,895938.202,7604.40041,0.0
66822.169,259.183979,1082191.41,2166869.27,9840.64244,0.0
64791.8733,431.830147,539639.819,4613930.73,12000.3366,0.0
64465.5535,64.559514,351976.881,6205009.77,130580.407,1108.29394
65953.3075,470.138274,850007.418,2994344.3,6678.90621,0.0
63840.4056,1205.28905,285381.155,6574989.34,7883.33921,0.0
63840.4692,45.9443503,285398.164,6574833.55,226099.179,38704.0353
69705.5776,51.4087819,1852718.51,740749.593,30467.1918,0.218687674
73449.5771,154.684959,2853219.47,183813.842,5975.09398,0.0
63840.4055,41.0461221,285381.137,6574989.5,253187.107,50093.2001
68414.6074,216.617154,1507735.32,1197795.96,8343.17284,0.0
67805.9484,89.7427434,1345084.66,1502397.64,23878.379,0.0
68415.7687,1292.31938,1508040.61,1197288.76,761.414601,0.0
63840.3615,81.3326361,285369.38,6575097.19,127402.23,10.8437772
65953.3672,390.438403,850023.372,2994277.75,8198.25644,0.0
68415.7499,1181.54073,1508040.61,1197286.68,904.50407,0.0
63840.3727,248.74691,285372.359,6575069.9,41141.3288,0.645653154
69194.7686,264.264581,1716216.12,895888.621,5794.00984,0.0
67805.9564,1347.747,1345085.82,1502395.71,875.937266,0.0
67805.9534,201.681235,1345085.82,1502395.29,10200.6344,0.0
68414.5879,44.8698226,1507730.09,1197804.69,43206.4981,0.728259923
69194.6324,530.782277,1716179.73,895934.036,2500.65301,0.0
64420.884,68.4860113,322292.275,6506920.84,134517.925,2525.13007
65953.3204,55.2480281,850010.85,2994329.99,62579.362,1.50317448
63840.4055,78.147359,285381.142,6574989.46,132620.813,1820.51886
69704.8477,736.034668,1852523.47,740950.875,1416.66079,0.0
66822.1968,47.2207145,1082198.82,2166846.9,57446.6093,1.29786437
69194.6115,326.866765,1716174.13,895941.026,4537.94474,0.0
63840.4054,33.7228764,285381.099,6574989.85,308335.282,75325.7479
64791.9009,49.5038809,539647.167,4613883.56,110587.525,3.423501
68414.6452,335.498097,1507745.42,1197779.11,5115.7286,0.0
64848.2705,69.4810733,317626.867,6825111.47,135053.533,2741.19503
68356.6744,247.212517,1492254.0,1223908.34,7298.73061,0.0
67484.0324,296.594643,1259059.75,1693671.23,7200.98663,0.0
73449.584,1202.05122,2853221.32,183813.369,102.342812,0.0
67806.0736,1317.10803,1345116.6,1502331.58,914.073068,0.0
67806.0679,53.361831,1345116.6,1502330.78,40678.7038,0.627148153
66168.2025,31.1287278,907433.344,2764137.34,104545.849,3.18183394
73449.2659,1297.56891,2853136.31,183835.136,38.5192113,0.0
67805.9328,302.774476,1345080.5,1502406.34,6539.35176,0.0
68415.5785,276.612233,1507994.8,1197363.08,6366.45243,0.0
73446.7785,514.81786,2852471.63,184005.434,1260.69604,0.0
63840.4695,530.156666,285398.23,6574832.94,18895.4618,0.0
63840.3684,35.9312982,285371.218,6575080.35,289347.298,66195.8357
73449.585,1251.54357,2853221.6,183813.295,68.043617,0.0
63840.4047,35.1916525,285380.905,6574991.63,295434.721,69122.8258
67538.7317,416.452922,1273676.92,1659532.91,4843.20687,0.0
69705.1503,37.3864761,1852604.33,740867.42,42183.8965,0.68735586
67805.9568,35.525071,1345086.9,1502392.94,61488.5208,1.45954083
67538.7061,1177.94388,1273670.08,1659548.71,1217.74867,0.0
66723.2298,207.185771,1055752.09,2248165.3,12834.6378,0.0
66720.8341,30.0030375,1055111.9,2250171.14,93204.1874,2.7281675
63840.3855,50.6612493,285375.791,6575038.47,204992.746,29829.8
66723.2298,33.2153515,1055752.09,2248165.3,84064.7946,2.36259178
65953.2922,80.1242976,850003.31,2994361.44,42913.1631,0.716526522
73448.6448,42.5784223,2852970.35,183877.642,23723.5118,0.0
64791.9053,30.0096488,539648.38,4613875.7,182921.579,20549.9407
64372.3061,360.812852,406736.016,5592528.31,19594.9927,0.0
65103.2169,400.597982,622839.489,4108999.56,11157.4175,0.0
65761.403,322.739321,798725.037,3216081.82,10774.8472,0.0
65632.0157,428.967991,764149.283,3374776.84,8309.98928,0.0
66146.2796,683.866416,901574.933,2786787.78,4059.76442,0.0
64906.8375,412.223538,570361.467,4420636.21,11887.206,0.0
66092.4833,506.667189,887199.053,2843159.1,5852.67396,0.0
66479.8849,296.146381,990723.548,2461330.11,9373.88743,0.0
65910.1808,236.551683,761116.372,3481266.41,16092.2079,0.0
67338.9135,274.767455,1220279.92,1787683.07,8107.05983,0.0
66164.7345,412.523815,906506.563,2767708.28,7189.79961,0.0
68330.8386,478.278978,1485349.95,1235736.2,3422.34879,0.0
68300.6388,1259.94106,1431006.71,1354488.01,1085.17146,0.0
67033.545,276.796702,1137447.28,2007191.17,8688.69506,0.0
66905.8915,395.419398,1104534.58,2100486.05,6046.14542,0.0
66519.4937,755.882786,1001308.14,2425304.61,3165.3119,0.0
65999.7667,333.23429,776488.144,3417657.2,11103.4051,0.0
64659.8059,641.631411,504347.61,4846436.5,8427.50043,0.0
66352.5182,163.604968,956687.537,2580841.47,18240.6454,0.0
65428.0211,1056.76532,709636.251,3641035.45,3201.75038,0.0
66290.684,383.244851,940163.816,2640936.78,7490.99375,0.0
66179.8215,235.12011,910538.204,2752207.76,13130.0871,0.0
66349.0617,253.194762,955763.706,2584165.12,11527.6071,0.0
66007.6725,253.507365,864535.254,2934354.22,12808.0025,0.0
64623.3966,538.944238,494618.133,4912569.98,10394.2589,0.0
70331.9811,30.0365683,2020110.98,586679.111,48260.6854,0.930427417
65844.8661,194.839711,821028.833,3117694.05,17830.7342,0.0
68098.566,265.062234,1241139.59,1849758.37,9065.65462,0.0
64470.3911,1098.34753,449860.836,5235637.7,5272.23144,0.0
65745.8888,492.187092,794579.337,3234708.71,6841.44503,0.0
67149.4688,1349.9961,1169654.63,1918308.23,1118.90702,0.0
67340.3442,242.618728,1119906.75,2129103.71,10619.2842,0.0
65605.3076,1012.94554,757012.137,3408497.37,3114.36174,0.0
66224.3233,291.985041,787798.678,3421553.07,12749.9232,0.0
64327.7208,974.871972,415604.551,5484175.01,6577.12113,0.0
65004.2045,1088.79507,596380.638,4263275.86,3816.20301,0.0
66823.4267,1130.75204,1082527.5,2165855.03,1665.20496,0.0
68672.0172,240.272807,1576522.39,1088346.91,7088.16012,0.0
65262.071,396.208229,665289.746,3873058.94,10520.3465,0.0
64896.013,560.758086,567468.836,4438485.37,8583.2789,0.0
65256.4627,898.009204,663791.054,3881153.31,4225.41927,0.0
65582.6043,877.728413,750945.182,3437426.43,3748.16101,0.0
66156.6593,464.287244,904348.668,2776040.62,6319.78317,0.0
65711.5356,210.592953,785399.22,3276340.71,17220.1853,0.0
65557.2807,213.716992,574383.662,4662678.35,24202.9316,0.0
66734.6998,260.082638,989629.726,2524971.98,11091.9804,0.0
65111.2437,863.642199,624984.511,4096739.73,4746.19919,0.0
66515.8886,84.4908174,920829.874,2788918.96,37814.0761,0.512563043
65637.8328,513.822609,765703.777,3367476.76,6795.93003,0.0
66468.9778,914.808764,987808.889,2471344.02,2526.89497,0.0
67026.0827,541.182681,1136682.83,2008472.75,4070.77439,0.0
68579.9044,472.766838,1551907.26,1126313.42,3289.49201,0.0
67188.3053,187.308882,1180033.22,1890772.95,12693.4985,0.0
67148.6687,357.032352,1169440.7,1918880.08,6359.65081,0.0
66266.0885,654.990058,933591.195,2665228.05,4099.71903,0.0
67429.4209,192.810049,1203353.29,1856631.46,12234.0715,0.0
64966.1107,448.916935,586200.915,4324163.1,10539.1194,0.0
64997.9919,1123.81603,594720.464,4273146.91,3685.83108,0.0
65420.7721,1011.07902,707699.123,3650874.04,3392.3392,0.0
65732.3496,287.085008,727091.761,3633190.34,13762.5674,0.0
66375.7885,192.60556,962906.107,2558580.84,15274.7079,0.0
64961.903,770.658602,585076.503,4330941.57,5832.42603,0.0
65867.4247,274.182129,658552.008,4144958.43,16439.0952,0.0
66960.3359,228.441698,1119113.43,2058236.39,10870.8933,0.0
65107.0531,1025.72048,623864.513,4103136.68,3883.6834,0.0
66960.3359,316.220194,1119113.43,2058236.39,7640.92494,0.0
64317.0016,616.539145,412740.884,5506094.66,10924.9074,0.0
65451.2108,1250.8244,715833.175,3609739.22,2557.31687,0.0
67233.5369,241.825614,1192120.36,1859202.88,9553.74341,0.0
67271.7904,1167.31341,1202342.78,1832914.98,1354.50011,0.0
67223.4665,531.604254,1189428.26,1866189.02,3939.60238,0.0
63843.2358,678.375297,286137.453,6568065.88,14560.1412,0.0
65805.369,568.872325,810474.118,3163872.63,5687.0134,0.0
64864.7395,489.308724,559111.682,4490459.56,10108.4584,0.0
66426.2694,455.643262,976395.99,2510949.03,5921.4912,0.0
68825.2792,225.736774,1617478.26,1027991.33,7382.2014,0.0
67664.6044,186.346114,1306536.33,1585708.56,11456.5686,0.0
67667.5748,349.04002,1307362.99,1583865.47,5757.17415,0.0
66596.3962,463.911584,1021858.58,2356858.39,5510.13712,0.0
67695.5724,403.452032,1315588.4,1565416.63,4839.50831,0.0
67230.0367,744.306323,1191185.02,1861626.93,2590.19901,0.0
67086.5095,572.374188,1152830.53,1963797.68,3743.20559,0.0
65172.7517,1164.33843,641421.14,4004002.84,3218.15052,0.0
66211.3814,948.030117,918971.119,2720066.36,2649.48862,0.0
64549.1615,666.003484,474780.479,5050220.39,8642.62206,0.0
64277.6977,1238.20833,402237.78,5587247.99,5207.72662,0.0
66976.814,1349.81982,1123516.86,2045649.48,1196.52488,0.0
64948.9809,216.340082,514279.331,4892840.95,26263.499,0.0505399586
65218.8411,996.56932,653737.527,3935891.18,3801.02503,0.0
67262.2825,936.508877,1199800.31,1839419.32,1882.46084,0.0
67010.9012,434.64336,1132614.87,2019894.47,5277.78778,0.0
64386.9269,457.510298,431426.871,5364618.41,14305.9681,0.0
64787.4068,631.509511,538446.255,4621608.62,7983.36634,0.0
65391.1118,564.355363,699773.051,3691407.96,6767.50358,0.0
66520.6543,166.910444,1001618.27,2424257.04,17028.5854,0.0
67448.5359,209.608222,1249574.07,1716199.84,10592.3995,0.0
69063.0559,198.198607,1609188.32,1066173.71,8872.88217,0.0
65315.6551,957.972057,679608.162,3796572.68,3804.17825,0.0
66993.5209,509.69672,1127981.17,2032967.3,4409.10946,0.0
64515.7953,345.273141,465864.095,5113339.81,17728.8437,0.0
65654.12,1081.05137,770056.162,3347121.34,2808.39057,0.0
65548.9087,227.574271,663167.274,3992156.14,19286.6788,0.0
65653.0051,1049.29462,769758.241,3348510.74,2917.96361,0.0
65633.4842,175.733136,645864.033,4146564.66,25957.8866,0.0383154653
66757.9187,638.886775,1065021.93,2219320.77,3606.86526,0.0
67335.4227,503.066723,1122072.48,2120127.99,4925.91497,0.0
67491.4617,331.62546,1163222.22,2002393.83,7369.88002,0.0
66473.19,545.098689,988934.505,2467471.92,4753.31579,0.0
67430.36,243.464778,1244716.99,1727851.21,9051.17879,0.0
68171.8557,1342.64406,1442865.28,1311078.14,770.544969,0.0
66399.2898,84.2835176,969186.158,2536295.17,35651.5978,0.42606391
65597.1798,188.447044,563013.27,4773470.29,28102.8665,0.124114661
67141.9113,71.5718843,1167635.45,1923711.36,34830.8603,0.393234411
66938.0774,785.871365,1113165.36,2075361.6,2635.46312,0.0
68642.9297,72.9374782,1412828.01,1443093.81,28777.3381,0.151093524
64290.4022,214.555918,405632.793,5560886.08,33415.2836,0.336611343
67238.2467,320.17686,1193378.96,1855946.01,7020.39941,0.0
66268.7609,907.899877,934305.335,2662577.93,2741.89233,0.0
67229.0592,402.043529,1190923.58,1862305.17,5447.87058,0.0
68252.5989,1233.34193,1464442.09,1272256.93,881.999788,0.0
66485.5173,1223.10751,992227.998,2456177.75,1686.1712,0.0
69076.2863,296.125629,1684554.3,936287.264,5198.32146,0.0
65600.0788,803.376764,755201.189,3417597.39,4139.85127,0.0
64415.7935,558.886634,439140.816,5307279.74,11355.5323,0.0
65254.3415,1116.36134,663224.23,3884219.12,3252.76052,0.0
66790.6273,1349.99998,1073762.59,2192461.94,1287.14094,0.0
64334.6814,1146.51123,417465.204,5469977.49,5450.13675,0.0
66624.4162,1348.73707,1029346.35,2332402.23,1377.69519,0.0
65214.8932,160.661608,584742.154,4436307.48,31193.5554,0.247742217
65898.0655,307.281794,664840.641,4111514.43,14533.6436,0.0
71065.156,30.9954251,2216035.46,446548.144,42543.6779,0.701747115
65775.9802,44.6678182,802620.61,3198676.27,82209.4095,2.28837638
64258.5623,79.1867754,397123.761,5627194.9,93830.5477,2.75322191
68737.0867,118.788143,1593910.76,1062300.92,14946.3,0.0
64285.8012,34.9037338,404402.224,5570428.91,209983.165,31928.0304
73333.9201,67.8117523,2822312.7,191900.674,14778.1529,0.0
70182.3596,78.7295011,1980127.94,620283.13,18316.7616,0.0
72593.8202,41.3940896,2624537.41,252771.79,26616.5554,0.0646622169
69905.6275,135.875382,1906177.43,687589.604,10720.3733,0.0
72339.9201,47.0352317,2556688.21,277828.441,23972.0645,0.0
73452.317,322.303306,2853015.64,183925.762,2474.09599,0.0
69566.9405,89.4911992,1815670.39,779983.16,17542.6213,0.0
68110.0141,40.1540563,1426339.5,1341610.7,51174.3948,1.04697579
64115.4837,634.022416,358889.62,5935033.37,12308.2545,0.0
63847.672,481.019745,287322.932,6557228.19,20758.6551,0.0
71838.3588,70.9047976,2422656.37,334861.134,16552.3667,0.0
71570.7845,40.9550048,2350845.29,370131.551,30133.4683,0.205338732
70739.6837,499.68722,2129058.36,504067.689,2031.17815,0.0
72171.6431,79.3813113,2511719.91,295789.039,14154.688,0.0
70962.8599,287.951048,2188699.16,463880.878,3955.02783,0.0
67129.0751,477.504649,1164204.0,1932929.84,4586.09875,0.0
67585.9218,617.113107,1286278.97,1630658.54,2982.60251,0.0
64521.5055,48.5777566,467389.961,5102482.6,130253.428,970.801529
70962.8599,73.2430313,2188699.16,463880.878,17791.5337,0.0
70985.3331,130.884774,2194704.76,460016.201,9590.80822,0.0
66519.3566,51.2735701,1001262.89,2425464.73,57178.9127,1.28715651
69800.9846,186.495071,1878213.89,714902.747,7727.52462,0.0
66942.2571,53.4045643,1114282.26,2072135.12,49224.1356,0.968965425
69998.8947,72.9188818,1931100.82,664126.675,20360.3681,0.0
70446.5653,921.734312,2050727.13,562184.349,808.766441,0.0
66730.6281,1012.19,1057353.71,2243447.14,2016.12613,0.0
67631.1678,226.951946,1298349.68,1603479.55,9330.52678,0.0
68777.6872,178.821389,1604759.92,1046366.88,9601.20429,0.0
64824.0367,772.265668,548212.605,4559192.86,6261.5058,0.0
71128.6008,240.959639,2232989.94,436124.977,4763.63795,0.0
66513.1538,1012.19,999238.524,2432623.82,2177.78046,0.0
66189.1698,47.224085,913035.945,2742648.58,68226.8517,1.72907407
69892.7961,49.2087983,1902747.98,690882.453,31005.5855,0.240223421
63842.6502,72.8163006,285980.621,6569501.76,142086.237,5217.91039
72263.2392,109.404624,2536126.16,285908.585,9956.48865,0.0
71174.9295,486.823828,2245366.33,428670.854,1956.40325,0.0
71758.1458,53.4017391,2401218.32,345012.628,22433.6365,0.0
67084.8251,43.4744069,1152376.54,1965042.69,58612.4123,1.34449649
68206.3018,859.79131,1452069.69,1294374.91,1617.6988,0.0
69522.4906,50.3872834,1803792.41,792996.464,31964.6775,0.278587101
69476.2744,544.117412,1791442.3,806757.334,2286.78384,0.0
63981.6561,37.4396034,285508.266,6660187.5,277688.901,60598.8697
72825.6117,30.8621029,2686478.11,231875.656,35114.0073,0.404560293
64214.3421,94.7278242,385307.347,5720588.39,80736.268,2.22945072
63962.6816,1076.79546,288881.555,6609572.4,8924.31674,0.0
64230.9133,38.6448918,389735.694,5685407.35,196744.022,26361.61
64909.4918,981.017275,571070.76,4416270.47,4544.85477,0.0
71329.6707,188.610719,2286721.17,404672.906,6132.15045,0.0
70429.7422,34.5756249,2046235.47,565712.228,41280.8919,0.651235676
71298.6154,73.1519979,2278422.6,409378.137,17082.9666,0.0
68736.6529,66.6388226,1593260.5,1063460.75,27255.1824,0.0902072971
68688.1354,981.017275,1580827.32,1081840.54,1153.18446,0.0
64577.7457,63.7239689,285488.049,7038875.8,163602.657,12980.1861
64740.5274,55.6289965,510670.671,4829416.41,104015.556,3.16062223
64107.7071,103.984647,356811.387,5952240.81,79410.429,2.17641716
63878.4302,47.3738787,295542.338,6482576.41,211701.551,32650.5284
68697.6308,93.0864963,1583297.81,1078148.83,19418.9596,0.0
70400.5796,319.388032,2038438.51,571890.978,3804.14115,0.0
64034.725,169.335506,337308.661,6116168.39,51315.3265,1.05261306
70400.7409,98.164301,2038438.51,571899.529,14101.3368,0.0
71143.9647,189.045036,2237095.04,433638.163,6268.95613,0.0
71189.503,40.7786366,2249264.71,426348.638,31667.1654,0.266686615
73096.7818,251.765602,2758941.05,209611.921,3517.63581,0.0
71189.503,96.9547457,2249264.71,426348.639,12875.7917,0.0
72505.8783,313.53455,2601036.72,261183.843,2882.68561,0.0
65744.4462,59.8470119,794185.016,3236495.94,61822.171,1.47288684
64539.6104,80.9614499,472228.146,5068208.43,77042.0718,2.08168287
69091.9654,45.6906994,1688744.21,930838.32,37787.9432,0.511517726
68818.2597,927.04808,1608532.59,1043438.26,1260.48024,0.0
68420.6329,1127.99593,1509345.38,1195112.5,982.242459,0.0
66050.5378,34.5938784,875989.984,2887902.65,97398.6782,2.89594713
65873.7053,1060.02786,828735.235,3084403.83,2621.22856,0.0
64207.0338,1030.54532,383354.267,5736173.93,6764.77263,0.0
64526.7855,495.973665,468799.807,5092473.22,12028.9116,0.0
64369.7605,243.862988,426838.799,5399016.87,27813.5036,0.112540144
64436.6257,55.8098913,444707.745,5266281.18,119091.985,3.76367938
65624.7307,1175.20163,762202.515,3383941.43,2555.98156,0.0
69896.691,102.408654,1903749.24,689928.96,14493.3564,0.0
69334.797,100.499391,1753635.32,850385.44,16113.993,0.0
71302.3192,51.3697518,2279411.91,408814.403,24639.9865,0.0
70673.1154,360.998665,2111271.55,516712.996,3138.00881,0.0
73056.0041,68.7611413,2748042.59,212818.643,14977.8394,0.0
63840.4786,1108.83637,285397.998,6574841.17,8635.076,0.0
64685.4096,62.0808325,511189.678,4800463.12,92971.6893,2.71886757
69023.4535,647.125803,1670435.92,954883.951,1986.88763,0.0
64429.5652,526.420882,442819.998,5280150.0,11996.1271,0.0
63849.1976,43.3133637,287730.608,6553505.34,237928.857,43677.8432
70602.0426,41.5713982,2092278.91,530566.398,33435.7011,0.337428042
71583.0945,30.0514252,2354443.18,368241.7,41278.2167,0.651128666
66558.1768,30.0549845,1011645.28,2390630.38,97072.2984,2.88289194
64518.769,39.6978639,466657.258,5107695.81,159812.27,11580.2538
63852.3172,974.573788,288561.938,6545925.53,9812.81231,0.0
73143.7534,747.510723,2771494.73,205978.027,670.879237,0.0
65835.4052,34.7720528,818500.622,3128693.62,103755.114,3.15020454
68933.7749,509.547941,1646470.51,987300.933,2780.7707,0.0
71623.1558,66.5511523,2365148.82,362790.699,18133.8408,0.0
64048.9873,53.6310084,341119.995,6083781.45,161837.073,12307.0088
66534.8311,39.447948,1005397.6,2411535.08,74239.4767,1.96957907
71638.1592,177.761284,2369158.13,360770.11,6298.46819,0.0
71886.2826,36.3546399,2435463.52,328939.829,32832.5608,0.313302433
64221.2773,108.070671,387160.538,5705839.55,70331.8386,1.81327354
69924.5717,30.0369741,1910744.65,683346.203,51068.2382,1.04272953
71816.7262,184.920961,2416281.18,337917.923,5895.14333,0.0
69430.3157,169.476286,1779160.53,820679.002,9100.63871,0.0
72122.2995,137.725311,2416281.18,347628.317,8529.97565,0.0
64493.4548,32.7701304,459848.061,5156455.02,196639.535,26317.688
67287.2364,34.4692438,1206470.35,1822406.2,70767.0728,1.83068291
64125.5444,173.789643,361577.957,5912848.82,46574.4699,0.862978795
72515.9974,485.612413,2603740.4,260202.025,1587.67647,0.0
64547.3562,35.5171004,287175.18,6998496.63,291696.782,67368.7642
70164.3998,477.894605,1975328.37,624444.287,2386.21414,0.0
72928.6916,202.264203,2714023.89,223146.581,4653.96928,0.0
70431.0769,155.344767,2046592.12,565431.242,8591.66959,0.0
64578.249,62.0782595,482553.343,4995832.18,98538.4548,2.94153819
68227.6145,275.853997,1457764.96,1284146.33,6632.4594,0.0
72220.33,30.0290337,2524730.41,290476.4,38471.7339,0.538869357
72228.6112,139.157098,2526943.25,289582.371,7694.57194,0.0
64105.3478,256.17469,356181.058,5957469.35,31836.8452,0.273473809
67291.4418,39.7626518,1207594.03,1819555.82,61186.6566,1.44746626
64237.3167,30.1713649,379268.945,5793337.03,259247.975,52644.0642
67956.1409,571.800374,1385220.17,1420703.06,2990.65792,0.0
66064.4721,58.1293817,879708.688,2872986.03,57407.107,1.29628428
69058.4422,347.710108,1674498.55,951238.505,4367.01609,0.0
71431.8833,253.885773,2314035.46,389564.36,4298.3838,0.0
71324.4768,30.296156,2285333.48,405455.906,42199.7319,0.687989275
72047.1271,47.8566062,2478445.75,309822.258,24315.0215,0.0
63962.4203,73.0428434,317986.729,6283028.43,127309.466,10.4014585
64200.758,50.5588314,381677.36,5749588.99,153389.352,9274.89787
63966.5291,40.9408435,319084.762,6273425.15,226947.236,39060.602
73287.7732,279.497649,2809063.71,195537.573,3027.83791,0.0
68171.0817,201.491855,1442658.41,1311456.04,9468.59483,0.0
70082.247,182.043886,1953375.07,643835.905,7600.41477,0.0
72471.0262,58.170945,2591723.36,264594.485,18966.2437,0.0
70188.8889,133.568656,1981860.77,618790.2,10472.5987,0.0
72197.7542,220.297978,2518696.73,292928.269,4596.21352,0.0
69998.3283,230.820676,1930943.48,664273.64,5909.31482,0.0
69502.5479,448.449986,1798463.3,798905.279,2923.36279,0.0
72653.384,66.5993098,2619964.41,256202.05,16372.1009,0.0
64926.4703,33.8653205,575605.566,4388463.61,151840.108,8718.83373
67293.6124,45.736226,1208174.19,1818085.81,53069.3335,1.12277334
64584.1551,41.3196264,484131.712,4984859.62,147941.277,7319.43927
69248.5188,30.0088974,1730146.39,878803.201,56531.8231,1.26127293
69415.8954,42.4918306,1775307.35,825095.865,38668.9449,0.546757797
73621.1421,124.584276,2837719.24,191866.564,7914.78693,0.0
64021.2887,39.9809384,333397.312,6150268.78,222405.528,37151.1011
63840.2966,38.9031629,285352.034,6575256.07,267203.246,55986.3092
64961.6086,35.1921565,584997.843,4331416.17,143728.753,5807.45298
64275.2842,388.333423,401592.817,5592270.17,18309.7349,0.0
73029.9117,39.9809384,2740569.91,215082.915,26386.2726,0.0554509055
73102.2007,115.951661,2759887.55,209372.159,8532.85159,0.0
69428.0194,122.172977,1778547.0,821380.679,12925.1669,0.0
68100.262,169.647154,1423724.76,1346510.41,11551.2339,0.0
73102.2007,30.7017568,2759887.55,209372.159,34344.2495,0.373769982
72776.3432,50.9305464,2673311.15,236168.076,21083.4936,0.0
69648.8345,891.730858,1837555.11,756563.071,1050.41165,0.0
64094.7512,76.2531448,353349.383,5981015.75,109639.588,3.38558351
65840.443,39.9156409,819822.27,3122965.3,90139.8191,2.60559277
71036.5108,751.747114,2207499.67,452027.759,1031.38699,0.0
67145.0054,49.0366182,1168462.19,1921497.18,51152.5325,1.0461013
73442.3125,430.511788,2851278.16,184311.609,1658.39718,0.0
66074.9147,726.79444,882445.225,2862108.36,3873.45953,0.0
64076.278,35.3314024,348412.735,6022288.87,240889.185,44922.5182
67475.7948,38.5978004,1256858.41,1698872.94,60554.74,1.4221896
68140.1451,813.449255,1434335.02,1326776.55,1784.82079,0.0
71627.5314,230.947566,2366318.04,362200.279,4678.30581,0.0
71987.6817,87.1327308,2462560.24,316754.8,13098.7602,0.0
72516.0217,90.4048846,2603747.29,260199.493,11872.4228,0.0
64076.5167,44.6658314,285360.79,6720745.75,232896.693,41575.3394
70023.8063,35.2637556,1937744.13,658012.065,42768.6243,0.710744972
68603.5286,666.2782,1558203.61,1116484.12,2100.36779,0.0
71689.8378,118.119629,2382966.73,353896.842,9803.40409,0.0
64329.3162,50.1196603,286640.694,6864821.73,206858.37,30641.4254
64195.3805,34.17331,379555.864,5767975.63,228581.478,39747.8659
71972.8973,521.466517,2457555.15,319087.718,1560.80044,0.0
72667.8911,350.579843,2644331.0,245897.269,2443.82899,0.0
65384.7204,915.853078,698065.036,3700201.59,3887.94098,0.0
70130.6993,51.964647,1966316.38,632334.4,28348.087,0.133923479
70463.2968,187.472066,2055202.17,558689.887,6955.72545,0.0
66459.1669,883.916601,984808.437,2482021.34,2653.96313,0.0
64268.6465,568.046757,399819.048,5606105.41,12332.8995,0.0
69956.4567,318.577935,1919751.85,674711.638,4098.97951,0.0
67772.0788,599.576332,1336033.61,1521460.59,2948.53421,0.0
64077.7784,40.1828152,348813.65,6018926.48,211469.209,32552.8396
68590.6437,210.341891,1554776.8,1121820.21,8331.10478,0.0
72406.6879,30.0134534,2574510.27,271017.646,37733.1273,0.509325093
64185.9826,35.1735767,377721.218,5781378.35,223138.751,37459.3197
68878.6181,668.811586,1631618.24,1007980.26,1961.49838,0.0
65416.0643,809.52291,706373.365,3657708.74,4437.47758,0.0
65728.5684,53.0150013,789861.336,3256139.56,70274.8366,1.81099346
65416.3185,645.415781,706373.365,3657794.95,5760.50894,0.0
70383.8341,230.712634,2033947.26,575483.495,5574.34179,0.0
64539.202,36.3556332,472034.913,5069720.82,172577.196,16200.6451
65434.4179,32.917214,711345.625,3632375.64,126276.462,5.47585692
68900.9543,53.5845191,1637672.25,999485.682,33133.8113,0.32535245
64116.021,34.9651305,359032.537,5933853.28,236197.848,42950.0379
64539.2385,799.189781,472128.753,5068910.27,7118.85906,0.0
72488.0816,239.953987,2596280.85,262919.972,4009.95924,0.0
64103.2379,449.234762,355617.149,5962151.25,17855.5789,0.0
69374.0081,206.447922,1764113.22,838063.342,7402.93739,0.0
67278.6091,677.635635,1204164.92,1828268.36,2880.58317,0.0
64011.4496,62.7200217,331087.511,6169406.19,142486.849,5361.7008
64441.9862,690.337003,446129.044,5255885.03,8893.94626,0.0
69642.3533,232.386641,1835707.53,758543.206,6208.73994,0.0
69254.1318,376.384845,1732079.41,876308.286,3797.98855,0.0
